2022-07-13 11:22:49.650 | INFO     | autotest_api.testcase.test_xianzong:test_track_match:521 - 返回结果为：{'errcode': 500, 'errmsg': '系统开小差了,请稍后重试!', 'data': None}
2022-07-13 11:28:40.139 | INFO     | autotest_api.testcase.test_xianzong:test_drivingbehavior:490 - 返回结果为：{'errcode': 0, 'errmsg': 'success', 'data': {'distance': 26, 'duration': 9000, 'aveSpeed': 10.399999999999999, 'maxSpeed': 26.0, 'harshAccelerationCount': 0, 'harshDecelerationCount': 0, 'harshSteeringCount': 0, 'harshAcceleration': {'points': []}, 'harshDeceleration': {'points': []}, 'harshSteering': {'points': []}}}
2022-07-13 11:28:41.279 | INFO     | autotest_api.testcase.test_xianzong:test_staypoint:505 - 返回结果为：{'errcode': 0, 'errmsg': 'success', 'data': {'stayPointCount': 0, 'stayPoints': []}}
2022-07-13 11:28:43.106 | INFO     | autotest_api.testcase.test_xianzong:test_track_match:521 - 返回结果为：{'errcode': 0, 'errmsg': 'success', 'data': {'matchRatio': 0.0, 'matchDistance': 0.0, 'mismatchDistance': 461.2636755502803, 'mismatchTime': -1, 'matchPoints': '', 'baseline': {'points': '120.20675,30.289103;120.20658,30.288994;120.20645,30.28815;120.20656,30.287823;120.20652,30.287903;120.20538,30.28824;120.20532,30.288198;120.20518,30.288097;120.20444,30.288061;120.2044,30.28819;120.2044,30.28819;120.20423,30.288742;120.20421,30.288818', 'distance': 461.2636755502803}, 'target': {'points': '120.20477,30.28832;120.20462,30.28833;120.204575,30.288326;120.20451,30.28832', 'distance': 25.001386584150552}}}
2022-07-13 11:31:30.771 | INFO     | autotest_api.testcase.test_xianzong:test_search_track:188 - 返回结果为：{'errcode': 0, 'errmsg': 'success', 'data': {'degradedParams': None, 'counts': 2, 'track': [{'trid': '2', 'trname': '轨迹1233223', 'distance': 0, 'time': 30000, 'counts': 13, 'points': [{'location': '120.20701747744279,30.288684557004196', 'locatetime': '1657682873729', 'accuracy': None, 'direction': 224.2361015410238, 'speed': 22.273179046005563, 'height': None}, {'location': '120.20686914949592,30.288532379165137', 'locatetime': '1657682874729', 'accuracy': None, 'direction': 219.35377378341366, 'speed': 43.60087480782832, 'height': None}, {'location': '120.20659053599174,30.288193049087177', 'locatetime': '1657682877729', 'accuracy': None, 'direction': 212.6096404269688, 'speed': 55.25959259811401, 'height': None}, {'location': '120.20626482484077,30.287684672158658', 'locatetime': '1657682880729', 'accuracy': None, 'direction': 279.9638041895466, 'speed': 19.870041344791186, 'height': None}, {'location': '120.20611647861055,30.28771047252029', 'locatetime': '1657682883729', 'accuracy': None, 'direction': 294.6404247499397, 'speed': 48.16710075298795, 'height': None}, {'location': '120.20576464648033,30.287870986265297', 'locatetime': '1657682884729', 'accuracy': None, 'direction': 294.6645872572193, 'speed': 42.88674895334834, 'height': None}, {'location': '120.20545140077817,30.288014049238566', 'locatetime': '1657682887729', 'accuracy': None, 'direction': 294.6645872572193, 'speed': 42.88674895334834, 'height': None}, {'location': '120.20513815507603,30.288157112211834', 'locatetime': '1657682890729', 'accuracy': None, 'direction': 301.27480548197445, 'speed': 18.87364079292673, 'height': None}, {'location': '120.20500282966537,30.28823891994306', 'locatetime': '1657682893729', 'accuracy': None, 'direction': 305.5376777923976, 'speed': 25.854859194856704, 'height': None}, {'location': '120.20482038845391,30.288368657919047', 'locatetime': '1657682894729', 'accuracy': None, 'direction': 311.6101341992412, 'speed': 22.253729349139896, 'height': None}, {'location': '120.2046680169938,30.28850343562196', 'locatetime': '1657682897729', 'accuracy': None, 'direction': 315.8951737119376, 'speed': 18.97357237362089, 'height': None}, {'location': '120.20454170703302,30.288633248970527', 'locatetime': '1657682900729', 'accuracy': None, 'direction': 326.6376454640722, 'speed': 26.900502832686886, 'height': None}, {'location': '120.2043813062812,30.288876003095854', 'locatetime': '1657682903729', 'accuracy': None, 'direction': 311.5074068393496, 'speed': 16.53413777707916, 'height': None}]}, {'trid': '3', 'trname': '轨迹1233223', 'distance': 0, 'time': 9000, 'counts': 4, 'points': [{'location': '120.20482038845391,30.288368657919047', 'locatetime': '1657682906632', 'accuracy': None, 'direction': 311.6101341992412, 'speed': 22.253729349139896, 'height': None}, {'location': '120.2046680169938,30.28850343562196', 'locatetime': '1657682909632', 'accuracy': None, 'direction': 315.8951737119376, 'speed': 18.97357237362089, 'height': None}, {'location': '120.20454170703302,30.288633248970527', 'locatetime': '1657682912632', 'accuracy': None, 'direction': 326.6376454640722, 'speed': 26.900502832686886, 'height': None}, {'location': '120.2043813062812,30.288876003095854', 'locatetime': '1657682915632', 'accuracy': None, 'direction': 311.5074068393496, 'speed': 16.53413777707916, 'height': None}]}]}}
2022-07-13 11:32:02.188 | INFO     | autotest_api.testcase.test_xianzong:test_creat_services:72 - 返回结果为：{'errcode': 21051, 'data': None, 'errmsg': '缺少必填参数', 'errdetail': '缺少必填参数'}
2022-07-13 11:32:02.292 | INFO     | autotest_api.testcase.test_xianzong:test_creat_services:72 - 返回结果为：{'errcode': 21055, 'data': None, 'errmsg': '仅支持中文、英文大小字母、英文下划线"_"、英文横线"-"和数字，不能以"_"开头，长度不大于128个字符', 'errdetail': '仅支持中文、英文大小字母、英文下划线"_"、英文横线"-"和数字，不能以"_"开头，长度不大于128个字符'}
2022-07-13 11:32:02.395 | INFO     | autotest_api.testcase.test_xianzong:test_creat_services:72 - 返回结果为：{'errcode': 0, 'data': {'sid': 10741, 'name': '新增服务627048'}, 'errmsg': '请求正常', 'errdetail': '请求正常'}
2022-07-13 11:32:02.589 | INFO     | autotest_api.testcase.test_xianzong:test_services_max:89 - 返回结果为：{'errcode': 21118, 'data': None, 'errmsg': '超过service最大数量15', 'errdetail': '超过service最大数量15'}
2022-07-13 11:32:02.633 | INFO     | autotest_api.testcase.test_xianzong:test_search_service:100 - 返回结果为：{'errcode': 0, 'data': {'results': [{'sid': 10729, 'name': '修改服务111472', 'desc': 'test123'}, {'sid': 10740, 'name': '新增服务181959', 'desc': 'test123'}, {'sid': 10735, 'name': '新增服务308163', 'desc': 'test123'}, {'sid': 10736, 'name': '新增服务364996', 'desc': 'test123'}, {'sid': 10728, 'name': '新增服务417162', 'desc': 'test123'}, {'sid': 10734, 'name': '新增服务451812', 'desc': 'test123'}, {'sid': 10733, 'name': '新增服务483527', 'desc': 'test123'}, {'sid': 10741, 'name': '新增服务627048', 'desc': '123456'}, {'sid': 10727, 'name': '新增服务700197', 'desc': '123456'}, {'sid': 10737, 'name': '新增服务782117', 'desc': 'test123'}, {'sid': 10730, 'name': '新增服务821361', 'desc': 'test123'}, {'sid': 10742, 'name': '新增服务871379', 'desc': 'test123'}, {'sid': 10738, 'name': '新增服务924014', 'desc': 'test123'}, {'sid': 10726, 'name': '新增服务943353', 'desc': 'test123'}, {'sid': 10732, 'name': '新增服务966181', 'desc': 'test123'}]}, 'errmsg': '请求正常', 'errdetail': '请求正常'}
2022-07-13 11:32:03.042 | INFO     | autotest_api.testcase.test_xianzong:test_delete_service:111 - 返回结果为：{'errcode': 0, 'data': None, 'errmsg': '请求正常', 'errdetail': '请求正常'}
2022-07-13 11:32:03.189 | INFO     | autotest_api.testcase.test_xianzong:test_update_service:121 - 返回结果为：{'errcode': 0, 'data': {'sid': 10729, 'name': '修改服务111472'}, 'errmsg': '请求正常', 'errdetail': '请求正常'}
2022-07-13 11:32:03.515 | INFO     | autotest_api.testcase.test_xianzong:test_creat_termianl:132 - 返回结果为：{'errcode': 0, 'data': {'sid': 10729, 'tid': 10315975, 'name': '新增终端1298098'}, 'errmsg': '请求正常', 'errdetail': '请求正常'}
2022-07-13 11:32:03.778 | INFO     | autotest_api.testcase.test_xianzong:test_search_TERM:143 - 返回结果为：{'errcode': 0, 'data': {'count': 3, 'results': [{'tid': 10315975, 'name': '新增终端1298098', 'desc': 'KWoHElIuLO4Fj5bGqU7B', 'locatetime': None, 'createtime': 1657683127000}, {'tid': 10315973, 'name': '新增终端1299802', 'desc': '修改desc988327', 'locatetime': 1657682915632, 'createtime': 1657682904000}, {'tid': 10315972, 'name': '新增终端1661092', 'desc': 'TsG2FmQouV7HaikBc0lt', 'locatetime': None, 'createtime': 1657682904000}]}, 'errmsg': '请求正常', 'errdetail': '请求正常'}
2022-07-13 11:32:04.264 | INFO     | autotest_api.testcase.test_xianzong:test_update_TERM:152 - 返回结果为：{'errcode': 0, 'data': None, 'errmsg': '请求正常', 'errdetail': '请求正常'}
2022-07-13 11:32:05.536 | INFO     | autotest_api.testcase.test_xianzong:test_creat_track:169 - 返回结果为：{'errcode': 0, 'data': {'trid': '1', 'trname': '轨迹1233223'}, 'errmsg': '请求正常', 'errdetail': '请求正常'}
2022-07-13 11:32:06.853 | INFO     | autotest_api.testcase.test_xianzong:test_track_upload:178 - 返回结果为：{'errcode': 0, 'errmsg': 'success', 'data': None}
2022-07-13 11:32:07.667 | INFO     | autotest_api.testcase.test_xianzong:test_search_track:188 - 返回结果为：{'errcode': 0, 'errmsg': 'success', 'data': {'degradedParams': None, 'counts': 1, 'track': [{'trid': '2', 'trname': '轨迹1233223', 'distance': 0, 'time': 30000, 'counts': 13, 'points': [{'location': '120.20701747744279,30.288684557004196', 'locatetime': '1657683096790', 'accuracy': None, 'direction': 224.2361015410238, 'speed': 22.273179046005563, 'height': None}, {'location': '120.20686914949592,30.288532379165137', 'locatetime': '1657683097790', 'accuracy': None, 'direction': 219.35377378341366, 'speed': 43.60087480782832, 'height': None}, {'location': '120.20659053599174,30.288193049087177', 'locatetime': '1657683100790', 'accuracy': None, 'direction': 212.6096404269688, 'speed': 55.25959259811401, 'height': None}, {'location': '120.20626482484077,30.287684672158658', 'locatetime': '1657683103790', 'accuracy': None, 'direction': 279.9638041895466, 'speed': 19.870041344791186, 'height': None}, {'location': '120.20611647861055,30.28771047252029', 'locatetime': '1657683106790', 'accuracy': None, 'direction': 294.6404247499397, 'speed': 48.16710075298795, 'height': None}, {'location': '120.20576464648033,30.287870986265297', 'locatetime': '1657683107790', 'accuracy': None, 'direction': 294.6645872572193, 'speed': 42.88674895334834, 'height': None}, {'location': '120.20545140077817,30.288014049238566', 'locatetime': '1657683110790', 'accuracy': None, 'direction': 294.6645872572193, 'speed': 42.88674895334834, 'height': None}, {'location': '120.20513815507603,30.288157112211834', 'locatetime': '1657683113790', 'accuracy': None, 'direction': 301.27480548197445, 'speed': 18.87364079292673, 'height': None}, {'location': '120.20500282966537,30.28823891994306', 'locatetime': '1657683116790', 'accuracy': None, 'direction': 305.5376777923976, 'speed': 25.854859194856704, 'height': None}, {'location': '120.20482038845391,30.288368657919047', 'locatetime': '1657683117790', 'accuracy': None, 'direction': 311.6101341992412, 'speed': 22.253729349139896, 'height': None}, {'location': '120.2046680169938,30.28850343562196', 'locatetime': '1657683120790', 'accuracy': None, 'direction': 315.8951737119376, 'speed': 18.97357237362089, 'height': None}, {'location': '120.20454170703302,30.288633248970527', 'locatetime': '1657683123790', 'accuracy': None, 'direction': 326.6376454640722, 'speed': 26.900502832686886, 'height': None}, {'location': '120.2043813062812,30.288876003095854', 'locatetime': '1657683126790', 'accuracy': None, 'direction': 311.5074068393496, 'speed': 16.53413777707916, 'height': None}]}]}}
2022-07-13 11:32:08.534 | INFO     | autotest_api.testcase.test_xianzong:test_terminal_lastpoint:200 - 返回结果为：{'errcode': 0, 'errmsg': 'success', 'data': {'location': '120.204208,30.288818', 'locatetime': '1657683126790', 'direction': 343.30075, 'speed': 16.0, 'height': 0.0}}
2022-07-13 11:32:09.347 | INFO     | autotest_api.testcase.test_xianzong:test_keysearch:211 - 返回结果为：{'errcode': 0, 'errmsg': 'success', 'data': {'count': 2, 'results': [{'name': '新增终端1298098', 'tid': '10315975', 'desc': '修改desc800243', 'createtime': 1657683126908, 'locatetime': 1657683126790, 'location': {'latitude': 30.288876003095854, 'longitude': 120.2043813062812, 'speed': 16.53413777707916, 'direction': 311.5074068393496}}, {'name': '新增终端1299802', 'tid': '10315973', 'desc': '修改desc988327', 'createtime': 1657682903948, 'locatetime': 1657682915632, 'location': {'latitude': 30.288876003095854, 'longitude': 120.2043813062812, 'speed': 16.53413777707916, 'direction': 311.5074068393496}}]}}
2022-07-13 11:32:09.637 | INFO     | autotest_api.testcase.test_xianzong:test_polygonsearch:220 - 返回结果为：{'errcode': 0, 'errmsg': 'success', 'data': {'count': 0, 'results': []}}
2022-07-13 11:32:09.907 | INFO     | autotest_api.testcase.test_xianzong:test_aroundsearch:229 - 返回结果为：{'errcode': 0, 'errmsg': 'success', 'data': {'count': 0, 'results': []}}
2022-07-13 11:32:10.130 | INFO     | autotest_api.testcase.test_xianzong:test_districtsearch:237 - 返回结果为：{'errcode': 0, 'errmsg': 'success', 'data': {'count': 2, 'results': [{'name': '新增终端1298098', 'tid': '10315975', 'desc': '修改desc800243', 'createtime': 1657683126908, 'locatetime': 1657683126790, 'location': {'latitude': 30.288876003095854, 'longitude': 120.2043813062812, 'speed': 16.53413777707916, 'direction': 311.5074068393496}}, {'name': '新增终端1299802', 'tid': '10315973', 'desc': '修改desc988327', 'createtime': 1657682903948, 'locatetime': 1657682915632, 'location': {'latitude': 30.288876003095854, 'longitude': 120.2043813062812, 'speed': 16.53413777707916, 'direction': 311.5074068393496}}]}}
2022-07-13 11:32:10.324 | INFO     | autotest_api.testcase.test_xianzong:test_creat_circlegeofence:254 - 返回结果为：{'errorCode': 0, 'errmsg': 'OK', 'data': {'gfid': 107290005}}
2022-07-13 11:32:10.498 | INFO     | autotest_api.testcase.test_xianzong:test_creat_polygongeofence:271 - 返回结果为：{'errorCode': 0, 'errmsg': 'OK', 'data': {'gfid': 107290006}}
2022-07-13 11:32:10.679 | INFO     | autotest_api.testcase.test_xianzong:test_creat_polylinegeofence:287 - 返回结果为：{'errorCode': 0, 'errmsg': 'OK', 'data': {'gfid': 107290007}}
2022-07-13 11:32:10.925 | INFO     | autotest_api.testcase.test_xianzong:test_creat_districtgeofence:301 - 返回结果为：{'errorCode': 0, 'errmsg': 'OK', 'data': {'gfid': 107290008}}
2022-07-13 11:32:11.144 | INFO     | autotest_api.testcase.test_xianzong:test_geofence_list:315 - 返回结果为：{'errorCode': 0, 'errmsg': 'OK', 'data': {'count': 7, 'results': [{'gfid': 107290005, 'name': '圆形围栏290730', 'desc': '24124', 'createtime': 1657683134000}, {'gfid': 107290006, 'name': '多边形围栏753585', 'desc': '22222', 'createtime': 1657683134000, 'shape': {'points': '120.192028,30.25682;150.192028,30.25682;170.192028,50.25682'}}, {'gfid': 107290007, 'name': '线形围栏579195', 'desc': '22222', 'createtime': 1657683134000, 'shape': {'points': '116.25663757324219,39.91763621372854;116.24805450439453,39.908682835132836;116.2521743774414,39.90051844052326;116.2679672241211,39.895250572855026;116.28170013427734,39.89446035777916;116.2844467163086,39.89814795018363;116.28547668457031,39.90473244309854;116.28616333007812,39.9121063239703;116.28307342529297,39.91579296675271;116.27586364746094,39.92132255884663;116.26659393310547,39.92263906258135;116.25663757324219,39.91763621372854', 'bufferradius': 100}}, {'gfid': 107290008, 'name': '行政区域划围栏492358', 'desc': '22222', 'createtime': 1657683134000}, {'gfid': 107290001, 'name': '更新行政划围栏996005', 'desc': '11111', 'createtime': 1657682912000, 'modifytime': 1657682915000}, {'gfid': 107290002, 'name': '多边形围栏822956', 'desc': '22222', 'createtime': 1657682912000, 'shape': {'points': '120.192028,30.25682;150.192028,30.25682;170.192028,50.25682'}}, {'gfid': 107290003, 'name': '线形围栏885883', 'desc': '22222', 'createtime': 1657682912000, 'shape': {'points': '116.25663757324219,39.91763621372854;116.24805450439453,39.908682835132836;116.2521743774414,39.90051844052326;116.2679672241211,39.895250572855026;116.28170013427734,39.89446035777916;116.2844467163086,39.89814795018363;116.28547668457031,39.90473244309854;116.28616333007812,39.9121063239703;116.28307342529297,39.91579296675271;116.27586364746094,39.92132255884663;116.26659393310547,39.92263906258135;116.25663757324219,39.91763621372854', 'bufferradius': 100}}]}}
2022-07-13 11:32:11.643 | INFO     | autotest_api.testcase.test_xianzong:test_update_circle:329 - 返回结果为：{'errorCode': 0, 'errmsg': 'OK'}
2022-07-13 11:32:12.131 | INFO     | autotest_api.testcase.test_xianzong:test_update_polygon:343 - 返回结果为：{'errorCode': 0, 'errmsg': 'OK'}
2022-07-13 11:32:12.595 | INFO     | autotest_api.testcase.test_xianzong:test_update_polyline:358 - 返回结果为：{'errorCode': 0, 'errmsg': 'OK'}
2022-07-13 11:32:13.150 | INFO     | autotest_api.testcase.test_xianzong:test_update_district:374 - 返回结果为：{'errorCode': 0, 'errmsg': 'OK'}
2022-07-13 11:32:13.679 | INFO     | autotest_api.testcase.test_xianzong:test_geofence_delete:389 - 返回结果为：{'errorCode': 0, 'errmsg': 'OK', 'data': ['107290003']}
2022-07-13 11:32:14.707 | INFO     | autotest_api.testcase.test_xianzong:test_geofence_bind:406 - 返回结果为：{'errorCode': 0, 'errmsg': 'OK', 'data': ['10315975', '10315973']}
